a.id,name,a.parent_id,a.path
1402935189931446273,新路,1402935189658816513,/1402934813137166338/1402935189658816513/1402935189931446273/
1402935189960806401,处于生命意义的乐观主义论证,1402935189931446273,/1402934813137166338/1402935189658816513/1402935189931446273/1402935189960806401/
1402935189990166529,以伦理学史为基础的伦理问题,1402935189931446273,/1402934813137166338/1402935189658816513/1402935189931446273/1402935189990166529/
1402935190019526658,奉献伦理,1402935189931446273,/1402934813137166338/1402935189658816513/1402935189931446273/1402935190019526658/
1402935190044692481,敬畏生命的伦理,1402935189931446273,/1402934813137166338/1402935189658816513/1402935189931446273/1402935190044692481/
1402935190074052610,自我完善的伦理,1402935189931446273,/1402934813137166338/1402935189658816513/1402935189931446273/1402935190074052610/
1402935262404825090,敬畏生命伦理的文化动能,1402935190044692481,/1402934813137166338/1402935189658816513/1402935189931446273/1402935190044692481/1402935262404825090/
1402935457892945921,文化与世界观,1402935189008699393,/1402934813137166338/1402935189008699393/1402935457892945921/
1402935510045941762,世界观,1402934813137166338,/1402934813137166338/1402935510045941762/
1404740261700034562,公务员,NULL,/1404740261700034562/
1404751964307316737,言语理解和表达,1404740261700034562,/1404740261700034562/1404751964307316737/
1404751964332482561,选词填空,1404751964307316737,/1404740261700034562/1404751964307316737/1404751964332482561/
1404751964361842690,语境分析,1404751964332482561,/1404740261700034562/1404751964307316737/1404751964332482561/1404751964361842690/
1404751964387008514,词语辨析,1404751964332482561,/1404740261700034562/1404751964307316737/1404751964332482561/1404751964387008514/
1404751964416368642,其他,1404751964332482561,/1404740261700034562/1404751964307316737/1404751964332482561/1404751964416368642/
1404751964441534465,语句表达,1404751964307316737,/1404740261700034562/1404751964307316737/1404751964441534465/
1404751964466700290,句子填空,1404751964441534465,/1404740261700034562/1404751964307316737/1404751964441534465/1404751964466700290/
1404751964491866113,句子排序,1404751964441534465,/1404740261700034562/1404751964307316737/1404751964441534465/1404751964491866113/
1404751964521226241,病句辨析,1404751964441534465,/1404740261700034562/1404751964307316737/1404751964441534465/1404751964521226241/
1404751964546392065,歧义句辨析,1404751964441534465,/1404740261700034562/1404751964307316737/1404751964441534465/1404751964546392065/
1404751964575752193,基础知识,1404751964441534465,/1404740261700034562/1404751964307316737/1404751964441534465/1404751964575752193/
1404751964600918017,片段阅读,1404751964307316737,/1404740261700034562/1404751964307316737/1404751964600918017/
1404751964630278146,中心主旨,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964630278146/
1404751964655443970,标题添加,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964655443970/
1404751964680609794,细节理解,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964680609794/
1404751964705775618,态度理解,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964705775618/
1404751964735135745,细节查找,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964735135745/
1404751964760301569,词句理解,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964760301569/
1404751964789661698,推断下文,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964789661698/
1404751964814827521,推断上文,1404751964600918017,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964814827521/
1404751964839993346,文章阅读,1404751964307316737,/1404740261700034562/1404751964307316737/1404751964839993346/
1404751964869353473,语句衔接,1404751964839993346,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964869353473/
1404751964894519298,语段衔接,1404751964839993346,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964894519298/
1404751964923879426,公文常识,1404751964839993346,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964923879426/
1404751964949045249,数量关系,1404740261700034562,/1404740261700034562/1404751964949045249/
1404751964978405377,数字推理,1404751964949045249,/1404740261700034562/1404751964949045249/1404751964978405377/
1404751965003571202,基本数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965003571202/
1404751965028737026,多级数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965028737026/
1404751965058097153,幂次数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965058097153/
1404751965083262977,多重数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965083262977/
1404751965108428801,分数数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965108428801/
1404751965133594626,机械划分数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965133594626/
1404751965162954754,递推数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965162954754/
1404751965188120578,非整数数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965188120578/
1404751965217480705,数图推理,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965217480705/
1404751965242646529,特殊数列,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965242646529/
1404751965267812353,其他,1404751964978405377,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965267812353/
1404751965297172481,数学运算,1404751964949045249,/1404740261700034562/1404751964949045249/1404751965297172481/
1404751965322338305,计算问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965322338305/
1404751965347504129,多位数问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965347504129/
1404751965376864257,平均数问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965376864257/
1404751965402030082,工程问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965402030082/
1404751965431390209,浓度问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965431390209/
1404751965456556034,最值问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965456556034/
1404751965481721857,计数模型问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965481721857/
1404751965506887681,年龄问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965506887681/
1404751965536247810,牛吃草问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965536247810/
1404751965561413633,周期问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965561413633/
1404751965586579458,倍数约数问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965586579458/
1404751965611745282,分段计算问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965611745282/
1404751965636911105,和差倍比问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965636911105/
1404751965662076930,数列问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965662076930/
1404751965691437057,行程问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965691437057/
1404751965716602881,几何问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965716602881/
1404751965741768705,容斥原理问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965741768705/
1404751965771128834,排列组合问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965771128834/
1404751965804683266,概率问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965804683266/
1404751965834043393,经济利润问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965834043393/
1404751965859209218,不定方程问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965859209218/
1404751965884375041,余数与同余问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965884375041/
1404751965909540865,星期日期问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965909540865/
1404751965938900994,钟表问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965938900994/
1404751965964066818,统筹规划问题,1404751965297172481,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965964066818/
1404751965993426945,判断推理,1404740261700034562,/1404740261700034562/1404751965993426945/
1404751966018592769,类比推理,1404751965993426945,/1404740261700034562/1404751965993426945/1404751966018592769/
1404751966043758593,言语关系,1404751966018592769,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/
1404751966068924418,近义关系,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966068924418/
1404751966094090241,反义关系,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966094090241/
1404751966119256065,释义关系,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966119256065/
1404751966148616194,指代关系,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966148616194/
1404751966173782017,动宾结构,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966173782017/
1404751966198947841,主谓结构,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966198947841/
1404751966228307970,偏正结构,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966228307970/
1404751966253473793,并列结构,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966253473793/
1404751966278639617,其他,1404751966043758593,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966043758593/1404751966278639617/
1404751966303805441,逻辑关系,1404751966018592769,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/
1404751966328971265,交叉关系,1404751966303805441,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/1404751966328971265/
1404751966358331393,全同关系,1404751966303805441,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/1404751966358331393/
1404751966383497218,全异关系,1404751966303805441,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/1404751966383497218/
1404751966408663042,包含关系,1404751966303805441,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/1404751966408663042/
1404751966438023169,顺承关系,1404751966303805441,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966303805441/1404751966438023169/
1404751966463188994,经验常识,1404751966018592769,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/
1404751966488354817,功用关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966488354817/
1404751966513520642,组成关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966513520642/
1404751966542880769,加工关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966542880769/
1404751966568046594,职业关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966568046594/
1404751966593212418,位置关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966593212418/
1404751966618378241,特征关系,1404751966463188994,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966463188994/1404751966618378241/
1404751966643544065,其他关系,1404751966018592769,/1404740261700034562/1404751965993426945/1404751966018592769/1404751966643544065/
1404751966668709890,图形推理,1404751965993426945,/1404740261700034562/1404751965993426945/1404751966668709890/
1404751966698070017,平面图形,1404751966668709890,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/
1404751966723235842,直接叠加,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966723235842/
1404751966748401666,去同存异,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966748401666/
1404751966773567490,去异存同,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966773567490/
1404751966798733313,规律叠加,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966798733313/
1404751966828093442,平移,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966828093442/
1404751966853259266,旋转,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966853259266/
1404751966878425090,翻转,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966878425090/
1404751966907785217,对称性,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966907785217/
1404751966932951042,直曲性,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966932951042/
1404751966958116865,封闭开放性,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966958116865/
1404751966983282690,元素特性,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751966983282690/
1404751967008448514,遍历,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967008448514/
1404751967033614337,部分传递,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967033614337/
1404751967062974465,相对位置,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967062974465/
1404751967088140290,图群,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967088140290/
1404751967113306113,汉字,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967113306113/
1404751967138471937,线的数量,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967138471937/
1404751967167832065,点的数量,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967167832065/
1404751967192997890,面的数量,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967192997890/
1404751967218163714,笔画问题,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967218163714/
1404751967247523842,角的数量,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967247523842/
1404751967272689665,平面拼接,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967272689665/
1404751967297855490,运算,1404751966698070017,/1404740261700034562/1404751965993426945/1404751966668709890/1404751966698070017/1404751967297855490/
1404751967323021314,立体图形,1404751966668709890,/1404740261700034562/1404751965993426945/1404751966668709890/1404751967323021314/
1404751967348187138,立体拼合,1404751967323021314,/1404740261700034562/1404751965993426945/1404751966668709890/1404751967323021314/1404751967348187138/
1404751967373352962,立体拼接,1404751967323021314,/1404740261700034562/1404751965993426945/1404751966668709890/1404751967323021314/1404751967373352962/
1404751967398518786,三视图,1404751967323021314,/1404740261700034562/1404751965993426945/1404751966668709890/1404751967323021314/1404751967398518786/
1404751967423684609,截面图,1404751967323021314,/1404740261700034562/1404751965993426945/1404751966668709890/1404751967323021314/1404751967423684609/
1404751967448850433,定义判断,1404751965993426945,/1404740261700034562/1404751965993426945/1404751967448850433/
1404751967478210561,逻辑判断,1404751965993426945,/1404740261700034562/1404751965993426945/1404751967478210561/
1404751967503376385,直言命题,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967503376385/
1404751967528542209,矛盾关系,1404751967503376385,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967503376385/1404751967528542209/
1404751967553708033,推理规则,1404751967503376385,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967503376385/1404751967553708033/
1404751967578873857,联言命题,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967578873857/
1404751967604039682,相容选言命题,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967604039682/
1404751967629205505,不相容选言命题,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967629205505/
1404751967654371330,假言命题,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967654371330/
1404751967683731457,朴素逻辑,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967683731457/
1404751967708897281,削弱型题目,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/
1404751967734063105,削弱型,1404751967708897281,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/1404751967734063105/
1404751967759228929,枚举归纳,1404751967708897281,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/1404751967759228929/
1404751967784394753,求异论证,1404751967708897281,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/1404751967784394753/
1404751967813754882,溯因推理,1404751967708897281,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/1404751967813754882/
1404751967838920705,实践论证,1404751967708897281,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967708897281/1404751967838920705/
1404751967864086530,加强型题目,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967864086530/
1404751967889252353,加强型,1404751967864086530,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967864086530/1404751967889252353/
1404751967914418178,前提型,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967914418178/
1404751967939584002,解释型,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967939584002/
1404751967964749826,评价型,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967964749826/
1404751967994109954,结论型,1404751967478210561,/1404740261700034562/1404751965993426945/1404751967478210561/1404751967994109954/
1404751968019275778,事件排序,1404751965993426945,/1404740261700034562/1404751965993426945/1404751968019275778/
1404751968044441602,科学推理,1404751965993426945,/1404740261700034562/1404751965993426945/1404751968044441602/
1404751968069607425,科学推理物理,1404751968044441602,/1404740261700034562/1404751965993426945/1404751968044441602/1404751968069607425/
1404751968094773250,科学推理化学,1404751968044441602,/1404740261700034562/1404751965993426945/1404751968044441602/1404751968094773250/
1404751968124133377,科学推理生物,1404751968044441602,/1404740261700034562/1404751965993426945/1404751968044441602/1404751968124133377/
1404751968149299202,科学推理其他,1404751968044441602,/1404740261700034562/1404751965993426945/1404751968044441602/1404751968149299202/
1404751968174465025,资料分析,1404740261700034562,/1404740261700034562/1404751968174465025/
1404751968199630850,简单计算,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968199630850/
1404751968258351106,直接找数,1404751968199630850,/1404740261700034562/1404751968174465025/1404751968199630850/1404751968258351106/
1404751968287711234,简单加减计算,1404751968199630850,/1404740261700034562/1404751968174465025/1404751968199630850/1404751968287711234/
1404751968312877057,排序类,1404751968199630850,/1404740261700034562/1404751968174465025/1404751968199630850/1404751968312877057/
1404751968338042881,其他,1404751968199630850,/1404740261700034562/1404751968174465025/1404751968199630850/1404751968338042881/
1404751968367403010,基期和现期,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968367403010/
1404751968392568833,基期计算,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968392568833/
1404751968421928962,基期比较,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968421928962/
1404751968451289089,间隔基期,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968451289089/
1404751968476454913,基期和差,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968476454913/
1404751968505815042,现期计算,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968505815042/
1404751968530980866,现期追赶,1404751968367403010,/1404740261700034562/1404751968174465025/1404751968367403010/1404751968530980866/
1404751968560340994,增长率,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968560340994/
1404751968585506818,一般增长率,1404751968560340994,/1404740261700034562/1404751968174465025/1404751968560340994/1404751968585506818/
1404751968614866945,混合增长率,1404751968560340994,/1404740261700034562/1404751968174465025/1404751968560340994/1404751968614866945/
1404751968640032769,间隔增长率,1404751968560340994,/1404740261700034562/1404751968174465025/1404751968560340994/1404751968640032769/
1404751968665198593,年均增长率,1404751968560340994,/1404740261700034562/1404751968174465025/1404751968560340994/1404751968665198593/
1404751968690364417,增长量,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968690364417/
1404751968719724546,增长量计算,1404751968690364417,/1404740261700034562/1404751968174465025/1404751968690364417/1404751968719724546/
1404751968744890369,间隔增长量,1404751968690364417,/1404740261700034562/1404751968174465025/1404751968690364417/1404751968744890369/
1404751968774250498,年均增长量,1404751968690364417,/1404740261700034562/1404751968174465025/1404751968690364417/1404751968774250498/
1404751968803610625,比重问题,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968803610625/
1404751968828776450,现期比重,1404751968803610625,/1404740261700034562/1404751968174465025/1404751968803610625/1404751968828776450/
1404751968858136577,基期比重,1404751968803610625,/1404740261700034562/1404751968174465025/1404751968803610625/1404751968858136577/
1404751968883302402,两期比重,1404751968803610625,/1404740261700034562/1404751968174465025/1404751968803610625/1404751968883302402/
1404751968912662529,混合比重,1404751968803610625,/1404740261700034562/1404751968174465025/1404751968803610625/1404751968912662529/
1404751968937828354,平均数问题,1404751968174465025,/1404740261700034562/1404751968174465025/1404751968937828354/
1404751968967188482,基期平均数,1404751968937828354,/1404740261700034562/1404751968174465025/1404751968937828354/1404751968967188482/
1404751968992354305,现期平均数,1404751968937828354,/1404740261700034562/1404751968174465025/1404751968937828354/1404751968992354305/
1404751969017520129,平均数的增长率,1404751968937828354,/1404740261700034562/1404751968174465025/1404751968937828354/1404751969017520129/
1404751969042685954,平均数的增长量,1404751968937828354,/1404740261700034562/1404751968174465025/1404751968937828354/1404751969042685954/
1404751969072046081,两期平均数比较,1404751968937828354,/1404740261700034562/1404751968174465025/1404751968937828354/1404751969072046081/
1404751969097211905,倍数与比值相关,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969097211905/
1404751969122377729,比值计算,1404751969097211905,/1404740261700034562/1404751968174465025/1404751969097211905/1404751969122377729/
1404751969147543553,基期倍数,1404751969097211905,/1404740261700034562/1404751968174465025/1404751969097211905/1404751969147543553/
1404751969172709378,现期倍数,1404751969097211905,/1404740261700034562/1404751968174465025/1404751969097211905/1404751969172709378/
1404751969197875202,比值比较,1404751969097211905,/1404740261700034562/1404751968174465025/1404751969097211905/1404751969197875202/
1404751969223041026,倍数比较,1404751969097211905,/1404740261700034562/1404751968174465025/1404751969097211905/1404751969223041026/
1404751969248206849,综合分析,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969248206849/
1404751969273372674,文字资料,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969273372674/
1404751969298538497,直接查找型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969298538497/
1404751969327898625,数值计算型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969327898625/
1404751969353064450,比较大小型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969353064450/
1404751969378230273,趋势判断型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969378230273/
1404751969403396098,综合推断型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969403396098/
1404751969428561921,化数为图型,1404751969273372674,/1404740261700034562/1404751968174465025/1404751969273372674/1404751969428561921/
1404751969453727745,统计表,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969453727745/
1404751969483087874,综合资料,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969483087874/
1404751969508253698,统计图,1404751968174465025,/1404740261700034562/1404751968174465025/1404751969508253698/
1404751969533419521,常识判断,1404740261700034562,/1404740261700034562/1404751969533419521/
1404751969558585345,政治常识,1404751969533419521,/1404740261700034562/1404751969533419521/1404751969558585345/
1404751969583751170,马克思主义,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969583751170/
1404751969608916993,毛泽东思想,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969608916993/
1404751969638277121,邓小平理论,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969638277121/
1404751969663442946,“三个代表”思想,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969663442946/
1404751969688608770,科学发展观,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969688608770/
1404751969713774593,时政,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969713774593/
1404751969738940417,其他,1404751969558585345,/1404740261700034562/1404751969533419521/1404751969558585345/1404751969738940417/
1404751969764106241,经济常识,1404751969533419521,/1404740261700034562/1404751969533419521/1404751969764106241/
1404751969793466369,市场,1404751969764106241,/1404740261700034562/1404751969533419521/1404751969764106241/1404751969793466369/
1404751969818632193,宏观经济与调控政策,1404751969764106241,/1404740261700034562/1404751969533419521/1404751969764106241/1404751969818632193/
